Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,Label,Content_after_re,Template_id,Template_string
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:13:42.405,2931,INFO,nova.compute.manager,-,[instance: c2e493b9-a0f5-4a51-8a5e-90a38c78ab05] VM Stopped (Lifecycle Event),c2e493b9-a0f5-4a51-8a5e-90a38c78ab05,<*> VM Stopped (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:13:54.128,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] VM Started (Lifecycle Event),165779d5-2169-453e-a112-7ea28fd4ad07,<*> VM Started (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:13:54.193,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] VM Paused (Lifecycle Event),165779d5-2169-453e-a112-7ea28fd4ad07,<*> VM Paused (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:13:54.419,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] During sync_power_state the instance has a pending task (spawning). Skip.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> During sync_power_state the instance has a pending task (spawning). Skip.,2,<*> During sync power state the instance has a pending task <*> Skip.
nova-api.log.2017-05-14_21:27:04,2017-05-14,20:14:00.339,25743,INFO,nova.api.openstack.compute.server_external_events,req-efec408f-15b2-4e06-ac73-d28591b64c67 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:38736377-2860-4b48-9c84-abf54a01fb30 for instance 165779d5-2169-453e-a112-7ea28fd4ad07,165779d5-2169-453e-a112-7ea28fd4ad07,Creating event network-vif-plugged:38736377-2860-4b48-9c84-abf54a01fb30 for instance 165779d5-2169-453e-a112-7ea28fd4ad07,3,Creating event <*> for instance <*>
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:00.353,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] VM Resumed (Lifecycle Event),165779d5-2169-453e-a112-7ea28fd4ad07,<*> VM Resumed (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:00.361,2931,INFO,nova.virt.libvirt.driver,-,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Instance spawned successfully.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Instance spawned successfully.,4,<*> Instance <*> successfully.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:00.362,2931,INFO,nova.compute.manager,req-ec283723-2a79-478b-924f-364825b8cc1d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Took 19.27 seconds to spawn the instance on the hypervisor.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Took 19.27 seconds to spawn the instance on the hypervisor.,5,<*> Took <*> seconds to <*> the instance on the hypervisor.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:00.476,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] During sync_power_state the instance has a pending task (spawning). Skip.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> During sync_power_state the instance has a pending task (spawning). Skip.,2,<*> During sync power state the instance has a pending task <*> Skip.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:00.477,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] VM Resumed (Lifecycle Event),165779d5-2169-453e-a112-7ea28fd4ad07,<*> VM Resumed (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:00.500,2931,INFO,nova.compute.manager,req-ec283723-2a79-478b-924f-364825b8cc1d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Took 20.03 seconds to build instance.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Took 20.03 seconds to build instance.,6,<*> Took <*> seconds to build instance.
nova-api.log.2017-05-14_21:27:04,2017-05-14,20:14:07.416,25746,INFO,nova.osapi_compute.wsgi.server,req-4a262877-d12c-4d80-b706-03036c1b4de6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/165779d5-2169-453e-a112-7ea28fd4ad07 HTTP/1.1"" status: 204 len: 203 time: 0.2859020",165779d5-2169-453e-a112-7ea28fd4ad07,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/165779d5-2169-453e-a112-7ea28fd4ad07 HTTP/1.1"" status: 204 len: 203 time: 0.2859020",7,"10.11.10.1 ""DELETE <*> HTTP/1.1"" status: 204 len: 203 time: <*>"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:07.449,2931,INFO,nova.compute.manager,req-4a262877-d12c-4d80-b706-03036c1b4de6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Terminating instance,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Terminating instance,8,<*> Terminating instance
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:07.667,2931,INFO,nova.virt.libvirt.driver,-,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Instance destroyed successfully.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Instance destroyed successfully.,4,<*> Instance <*> successfully.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:08.328,2931,INFO,nova.virt.libvirt.driver,req-4a262877-d12c-4d80-b706-03036c1b4de6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Deleting instance files /var/lib/nova/instances/165779d5-2169-453e-a112-7ea28fd4ad07_del,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Deleting instance files /var/lib/nova/instances/165779d5-2169-453e-a112-7ea28fd4ad07_del,9,<*> Deleting instance files <*> del
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:08.329,2931,INFO,nova.virt.libvirt.driver,req-4a262877-d12c-4d80-b706-03036c1b4de6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Deletion of /var/lib/nova/instances/165779d5-2169-453e-a112-7ea28fd4ad07_del complete,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Deletion of /var/lib/nova/instances/165779d5-2169-453e-a112-7ea28fd4ad07_del complete,10,<*> Deletion of <*> del complete
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:08.450,2931,INFO,nova.compute.manager,req-4a262877-d12c-4d80-b706-03036c1b4de6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Took 0.99 seconds to destroy the instance on the hypervisor.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Took 0.99 seconds to destroy the instance on the hypervisor.,5,<*> Took <*> seconds to <*> the instance on the hypervisor.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:08.925,2931,INFO,nova.compute.manager,req-4a262877-d12c-4d80-b706-03036c1b4de6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] Took 0.47 seconds to deallocate network for instance.,165779d5-2169-453e-a112-7ea28fd4ad07,<*> Took 0.47 seconds to deallocate network for instance.,11,<*> Took <*> seconds to deallocate network for instance.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.843,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"<*> Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",12,"<*> Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.844,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Total memory: 64172 MB, used: 512.00 MB",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"<*> Total memory: 64172 MB, used: 512.00 MB",13,"<*> Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.844,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] memory limit: 96258.00 MB, free: 95746.00 MB",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"<*> memory limit: 96258.00 MB, free: 95746.00 MB",14,"<*> memory limit: 96258.00 MB, free: 95746.00 MB"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.845,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Total disk: 15 GB, used: 0.00 GB",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"<*> Total disk: 15 GB, used: 0.00 GB",15,"<*> Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.846,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] disk limit not specified, defaulting to unlimited",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"<*> disk limit not specified, defaulting to unlimited",16,"<*> disk limit not specified, defaulting to unlimited"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.846,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Total vcpu: 16 VCPU, used: 0.00 VCPU",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"<*> Total vcpu: 16 VCPU, used: 0.00 VCPU",17,"<*> Total vcpu: 16 VCPU, used: 0.00 VCPU"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.847,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] vcpu limit not specified, defaulting to unlimited",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"<*> vcpu limit not specified, defaulting to unlimited",18,"<*> vcpu limit not specified, defaulting to unlimited"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:20.879,2931,INFO,nova.compute.claims,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Claim successful,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Claim successful,19,<*> Claim successful
nova-api.log.2017-05-14_21:27:04,2017-05-14,20:14:21.134,25746,INFO,nova.osapi_compute.wsgi.server,req-1ebaea38-6def-4b96-9525-b88c88fc4d02 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/bbac58ce-003a-4a2b-9558-bc1b9d791fd9 HTTP/1.1"" status: 200 len: 1708 time: 0.1964569",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/bbac58ce-003a-4a2b-9558-bc1b9d791fd9 HTTP/1.1"" status: 200 len: 1708 time: 0.1964569",20,"10.11.10.1 ""GET <*> HTTP/1.1"" status: 200 len: <*> time: <*>"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:21.438,2931,INFO,nova.virt.libvirt.driver,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Creating image,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Creating image,21,<*> Creating image
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:22.663,2931,INFO,nova.compute.manager,-,[instance: 165779d5-2169-453e-a112-7ea28fd4ad07] VM Stopped (Lifecycle Event),165779d5-2169-453e-a112-7ea28fd4ad07,<*> VM Stopped (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:34.696,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] VM Started (Lifecycle Event),bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> VM Started (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:34.761,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] VM Paused (Lifecycle Event),bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> VM Paused (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:34.889,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] During sync_power_state the instance has a pending task (spawning). Skip.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> During sync_power_state the instance has a pending task (spawning). Skip.,2,<*> During sync power state the instance has a pending task <*> Skip.
nova-api.log.2017-05-14_21:27:04,2017-05-14,20:14:41.766,25743,INFO,nova.api.openstack.compute.server_external_events,req-47546a7a-0c51-490a-bcde-991b94cb113e f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:4de37b50-b51c-426d-a2bb-a57770c35db8 for instance bbac58ce-003a-4a2b-9558-bc1b9d791fd9,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,Creating event network-vif-plugged:4de37b50-b51c-426d-a2bb-a57770c35db8 for instance bbac58ce-003a-4a2b-9558-bc1b9d791fd9,3,Creating event <*> for instance <*>
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:41.782,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] VM Resumed (Lifecycle Event),bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> VM Resumed (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:41.788,2931,INFO,nova.virt.libvirt.driver,-,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Instance spawned successfully.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Instance spawned successfully.,4,<*> Instance <*> successfully.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:41.789,2931,INFO,nova.compute.manager,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Took 20.35 seconds to spawn the instance on the hypervisor.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Took 20.35 seconds to spawn the instance on the hypervisor.,5,<*> Took <*> seconds to <*> the instance on the hypervisor.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:41.906,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] During sync_power_state the instance has a pending task (spawning). Skip.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> During sync_power_state the instance has a pending task (spawning). Skip.,2,<*> During sync power state the instance has a pending task <*> Skip.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:41.907,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] VM Resumed (Lifecycle Event),bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> VM Resumed (Lifecycle Event),1,<*> VM <*> (Lifecycle Event)
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:41.932,2931,INFO,nova.compute.manager,req-9ba25618-f626-4f9e-ae27-f7aa773e5033 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Took 21.10 seconds to build instance.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Took 21.10 seconds to build instance.,6,<*> Took <*> seconds to build instance.
nova-api.log.2017-05-14_21:27:04,2017-05-14,20:14:49.389,25746,INFO,nova.osapi_compute.wsgi.server,req-61402432-0515-4c63-8545-3f1ca05fa173 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/bbac58ce-003a-4a2b-9558-bc1b9d791fd9 HTTP/1.1"" status: 204 len: 203 time: 0.2687619",bbac58ce-003a-4a2b-9558-bc1b9d791fd9,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/bbac58ce-003a-4a2b-9558-bc1b9d791fd9 HTTP/1.1"" status: 204 len: 203 time: 0.2687619",7,"10.11.10.1 ""DELETE <*> HTTP/1.1"" status: 204 len: 203 time: <*>"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:49.430,2931,INFO,nova.compute.manager,req-61402432-0515-4c63-8545-3f1ca05fa173 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Terminating instance,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Terminating instance,8,<*> Terminating instance
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:49.646,2931,INFO,nova.virt.libvirt.driver,-,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Instance destroyed successfully.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Instance destroyed successfully.,4,<*> Instance <*> successfully.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:50.359,2931,INFO,nova.virt.libvirt.driver,req-61402432-0515-4c63-8545-3f1ca05fa173 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Deleting instance files /var/lib/nova/instances/bbac58ce-003a-4a2b-9558-bc1b9d791fd9_del,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Deleting instance files /var/lib/nova/instances/bbac58ce-003a-4a2b-9558-bc1b9d791fd9_del,9,<*> Deleting instance files <*> del
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:50.361,2931,INFO,nova.virt.libvirt.driver,req-61402432-0515-4c63-8545-3f1ca05fa173 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Deletion of /var/lib/nova/instances/bbac58ce-003a-4a2b-9558-bc1b9d791fd9_del complete,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Deletion of /var/lib/nova/instances/bbac58ce-003a-4a2b-9558-bc1b9d791fd9_del complete,10,<*> Deletion of <*> del complete
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:50.476,2931,INFO,nova.compute.manager,req-61402432-0515-4c63-8545-3f1ca05fa173 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Took 1.04 seconds to destroy the instance on the hypervisor.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Took 1.04 seconds to destroy the instance on the hypervisor.,5,<*> Took <*> seconds to <*> the instance on the hypervisor.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:14:51.039,2931,INFO,nova.compute.manager,req-61402432-0515-4c63-8545-3f1ca05fa173 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: bbac58ce-003a-4a2b-9558-bc1b9d791fd9] Took 0.56 seconds to deallocate network for instance.,bbac58ce-003a-4a2b-9558-bc1b9d791fd9,<*> Took 0.56 seconds to deallocate network for instance.,11,<*> Took <*> seconds to deallocate network for instance.
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.894,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,"<*> Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",12,"<*> Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.895,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] Total memory: 64172 MB, used: 512.00 MB",f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,"<*> Total memory: 64172 MB, used: 512.00 MB",13,"<*> Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.895,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] memory limit: 96258.00 MB, free: 95746.00 MB",f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,"<*> memory limit: 96258.00 MB, free: 95746.00 MB",14,"<*> memory limit: 96258.00 MB, free: 95746.00 MB"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.895,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] Total disk: 15 GB, used: 0.00 GB",f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,"<*> Total disk: 15 GB, used: 0.00 GB",15,"<*> Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.896,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] disk limit not specified, defaulting to unlimited",f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,"<*> disk limit not specified, defaulting to unlimited",16,"<*> disk limit not specified, defaulting to unlimited"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.896,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] Total vcpu: 16 VCPU, used: 0.00 VCPU",f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,"<*> Total vcpu: 16 VCPU, used: 0.00 VCPU",17,"<*> Total vcpu: 16 VCPU, used: 0.00 VCPU"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.897,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] vcpu limit not specified, defaulting to unlimited",f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,"<*> vcpu limit not specified, defaulting to unlimited",18,"<*> vcpu limit not specified, defaulting to unlimited"
nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:15:02.929,2931,INFO,nova.compute.claims,req-c1fb83b0-46f6-412a-a849-f41eda6a6f18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: f71335e9-ba7c-4aaf-a694-5fb8f4b0971c] Claim successful,f71335e9-ba7c-4aaf-a694-5fb8f4b0971c,<*> Claim successful,19,<*> Claim successful
